victims,date,type_of_attack,location,notes,name,age,sex,country
"Marie Angélique, 4, female","May 17, 1795",Predatory,"Morteau, France",A wolf killed and partially ate a girl.,Marie Ang,NA,NA,France
"Marie Angélique, 4, female","May 17, 1795",Predatory,"Morteau, France",A wolf killed and partially ate a girl.,NA,NA,NA,France
"Marie Angélique, 4, female","May 17, 1795",Predatory,"Morteau, France",A wolf killed and partially ate a girl.,female,NA,female,France
"Maupin, 9, male","November 11, 1793",Predatory,"Perrancey, France",A wolf killed and ate a boy.,Maupin,NA,NA,France
"Maupin, 9, male","November 11, 1793",Predatory,"Perrancey, France",A wolf killed and ate a boy.,NA,NA,NA,France
"Maupin, 9, male","November 11, 1793",Predatory,"Perrancey, France",A wolf killed and ate a boy.,male,NA,male,France
"Aubin Charles, 12, male","October 7, 1793",NA,"Sacquenay, France",A wolf inflicted fatal injuries on a boy.,Aubin Charles,NA,NA,France
"Aubin Charles, 12, male","October 7, 1793",NA,"Sacquenay, France",A wolf inflicted fatal injuries on a boy.,NA,NA,NA,France
"Aubin Charles, 12, male","October 7, 1793",NA,"Sacquenay, France",A wolf inflicted fatal injuries on a boy.,male,NA,male,France
"Nicolas Roth, 6, male","September 1, 1793",Predatory,"Selongey, France",A wolf or wolves killed and ate a boy near the Saint-Anne chapel.,Nicolas Roth,NA,NA,France
"Nicolas Roth, 6, male","September 1, 1793",Predatory,"Selongey, France",A wolf or wolves killed and ate a boy near the Saint-Anne chapel.,NA,NA,NA,France
"Nicolas Roth, 6, male","September 1, 1793",Predatory,"Selongey, France",A wolf or wolves killed and ate a boy near the Saint-Anne chapel.,male,NA,male,France
"Anne Claude Berthiaux, child, female","June 20, 1793",Predatory,"Thervay, France",A wolf killed a girl.,Anne Claude Berthiaux,NA,NA,France
"Anne Claude Berthiaux, child, female","June 20, 1793",Predatory,"Thervay, France",A wolf killed a girl.,child,child,NA,France
"Anne Claude Berthiaux, child, female","June 20, 1793",Predatory,"Thervay, France",A wolf killed a girl.,female,NA,female,France
11 children,"July 4 – August 22, 1792",Predatory,Northern Italy,"A single wolf was thought responsible for a dozen attacks on children, including nine fatalities, with several victims carried away and partially eaten. Six of the children had been tending to livestock, others were gathering wood or herbs. A wolf was subsequently captured in a pit on September 18 and killed.",NA,child,NA,Northern Italy
"Anne Court, 25, female","June 19, 1788",Predatory,"Les Adrets-de-l'Estérel, France",NA,Anne Court,NA,NA,France
"Anne Court, 25, female","June 19, 1788",Predatory,"Les Adrets-de-l'Estérel, France",NA,NA,NA,NA,France
"Anne Court, 25, female","June 19, 1788",Predatory,"Les Adrets-de-l'Estérel, France",NA,female,NA,female,France
"François, 8, male","June 26, 1788",Predatory,"Plan de la Tour, France",A wolf or wolves killed and ate a boy during the night near the bastide of Guigonet.,Fran,NA,NA,France
"François, 8, male","June 26, 1788",Predatory,"Plan de la Tour, France",A wolf or wolves killed and ate a boy during the night near the bastide of Guigonet.,NA,NA,NA,France
"François, 8, male","June 26, 1788",Predatory,"Plan de la Tour, France",A wolf or wolves killed and ate a boy during the night near the bastide of Guigonet.,male,NA,male,France
"Dominique Pierruguès, 11, male","June 6, 1788",Predatory,"Callas, France",NA,Dominique Pierrugu,NA,NA,France
"Dominique Pierruguès, 11, male","June 6, 1788",Predatory,"Callas, France",NA,NA,NA,NA,France
"Dominique Pierruguès, 11, male","June 6, 1788",Predatory,"Callas, France",NA,male,NA,male,France
"Unknown, 14, male","April 1, 1788",Predatory,"Brie, France","A wolf, described as ""monstrous"", ate a boy.",Unknown,NA,NA,France
"Unknown, 14, male","April 1, 1788",Predatory,"Brie, France","A wolf, described as ""monstrous"", ate a boy.",NA,NA,NA,France
"Unknown, 14, male","April 1, 1788",Predatory,"Brie, France","A wolf, described as ""monstrous"", ate a boy.",male,NA,male,France
"Unknown, 10",1788,Predatory,"Castelnau-de-Brassac, France","Wolves attacked a boy in full daylight, inflicting fatal injuries.",Unknown,NA,NA,France
"Unknown, 10",1788,Predatory,"Castelnau-de-Brassac, France","Wolves attacked a boy in full daylight, inflicting fatal injuries.",NA,NA,NA,France
"Unknown, child, male","August 29, 1787",Rabid,"Saint-Marcel, France",A wolf fatally injured a boy.,Unknown,NA,NA,France
"Unknown, child, male","August 29, 1787",Rabid,"Saint-Marcel, France",A wolf fatally injured a boy.,child,child,NA,France
"Unknown, child, male","August 29, 1787",Rabid,"Saint-Marcel, France",A wolf fatally injured a boy.,male,NA,male,France
"Unknown, adult, male","September 25, 1786",Predatory,"Rabouillet, France",Five wolves attacked a man near his cabin.,Unknown,NA,NA,France
"Unknown, adult, male","September 25, 1786",Predatory,"Rabouillet, France",Five wolves attacked a man near his cabin.,adult,adult,NA,France
"Unknown, adult, male","September 25, 1786",Predatory,"Rabouillet, France",Five wolves attacked a man near his cabin.,male,NA,male,France
Two men,1785,Predatory,"Mirebeau, France","Wolves, which were unknown in the area, killed two men.",Two men,NA,NA,France
"Geneviève Gauthier, 62, female","August 29, 1785",Predatory,"Baule, France","A wolf, which had terrorized the area for 5–6 months, fatally injured a woman.",Genevi,NA,NA,France
"Geneviève Gauthier, 62, female","August 29, 1785",Predatory,"Baule, France","A wolf, which had terrorized the area for 5–6 months, fatally injured a woman.",NA,NA,NA,France
"Geneviève Gauthier, 62, female","August 29, 1785",Predatory,"Baule, France","A wolf, which had terrorized the area for 5–6 months, fatally injured a woman.",female,NA,female,France
"Louise Angélique Sainson, 18, female","June 22, 1785",Predatory,"Meung-sur-Loire, France",NA,Louise Ang,NA,NA,France
"Louise Angélique Sainson, 18, female","June 22, 1785",Predatory,"Meung-sur-Loire, France",NA,NA,NA,NA,France
"Louise Angélique Sainson, 18, female","June 22, 1785",Predatory,"Meung-sur-Loire, France",NA,female,NA,female,France
"Madaleine Fournier, 40, female","February 28, 1784",Predatory,"Houssay, France",A starving wolf killed and partially ate a woman.,Madaleine Fournier,NA,NA,France
"Madaleine Fournier, 40, female","February 28, 1784",Predatory,"Houssay, France",A starving wolf killed and partially ate a woman.,NA,NA,NA,France
"Madaleine Fournier, 40, female","February 28, 1784",Predatory,"Houssay, France",A starving wolf killed and partially ate a woman.,female,NA,female,France
"Jeanne Crosnier, 60, female","February 28, 1784",Predatory,"Houssay, France",NA,Jeanne Crosnier,NA,NA,France
"Jeanne Crosnier, 60, female","February 28, 1784",Predatory,"Houssay, France",NA,NA,NA,NA,France
"Jeanne Crosnier, 60, female","February 28, 1784",Predatory,"Houssay, France",NA,female,NA,female,France
"Unknown, 37, female","June 11, 1784",Predatory,"Vouzy, France",A wolf killed and ate a woman.,Unknown,NA,NA,France
"Unknown, 37, female","June 11, 1784",Predatory,"Vouzy, France",A wolf killed and ate a woman.,NA,NA,NA,France
"Unknown, 37, female","June 11, 1784",Predatory,"Vouzy, France",A wolf killed and ate a woman.,female,NA,female,France
"Unknown, 10, male","April 15, 1783",Predatory,"Montsauche, France",A wolf dragged away and killed a shepherd boy who was guarding a flock with two other boys.,Unknown,NA,NA,France
"Unknown, 10, male","April 15, 1783",Predatory,"Montsauche, France",A wolf dragged away and killed a shepherd boy who was guarding a flock with two other boys.,NA,NA,NA,France
"Unknown, 10, male","April 15, 1783",Predatory,"Montsauche, France",A wolf dragged away and killed a shepherd boy who was guarding a flock with two other boys.,male,NA,male,France
"Benoîte Branchu, 13, female","October 13, 1777",Predatory,"Cormaranche-en-Bugey, France",NA,Beno,NA,NA,France
"Benoîte Branchu, 13, female","October 13, 1777",Predatory,"Cormaranche-en-Bugey, France",NA,NA,NA,NA,France
"Benoîte Branchu, 13, female","October 13, 1777",Predatory,"Cormaranche-en-Bugey, France",NA,female,NA,female,France
"Philibert Martinaud, 3, female","October 9, 1777",Predatory,"Ruffieu, France",NA,Philibert Martinaud,NA,NA,France
"Philibert Martinaud, 3, female","October 9, 1777",Predatory,"Ruffieu, France",NA,NA,NA,NA,France
"Philibert Martinaud, 3, female","October 9, 1777",Predatory,"Ruffieu, France",NA,female,NA,female,France
"Unknown, 3","September 16, 1777",Predatory,"Dramely, France",A wolf dragged away and partially ate a child.,Unknown,NA,NA,France
"Unknown, 3","September 16, 1777",Predatory,"Dramely, France",A wolf dragged away and partially ate a child.,NA,NA,NA,France
"Françoise Combet, 4, female","August 6, 1777",Predatory,"Hautville-Lompnes, France",NA,Fran,NA,NA,France
"Françoise Combet, 4, female","August 6, 1777",Predatory,"Hautville-Lompnes, France",NA,NA,NA,NA,France
"Françoise Combet, 4, female","August 6, 1777",Predatory,"Hautville-Lompnes, France",NA,female,NA,female,France
"Jean-Baptiste Flamier, 7, male","July 23, 1777",Predatory,"Arinthod, France",A wolf dragged a boy into a field and inflicted fatal injuries.,Jean-Baptiste Flamier,NA,NA,France
"Jean-Baptiste Flamier, 7, male","July 23, 1777",Predatory,"Arinthod, France",A wolf dragged a boy into a field and inflicted fatal injuries.,NA,NA,NA,France
"Jean-Baptiste Flamier, 7, male","July 23, 1777",Predatory,"Arinthod, France",A wolf dragged a boy into a field and inflicted fatal injuries.,male,NA,male,France
"Benoît Janin-Tivolet, 9, male","June 13, 1777",Predatory,"Hauteville-Lompnes, France",A wolf fatally injured a boy.,Beno,NA,NA,France
"Benoît Janin-Tivolet, 9, male","June 13, 1777",Predatory,"Hauteville-Lompnes, France",A wolf fatally injured a boy.,NA,NA,NA,France
"Benoît Janin-Tivolet, 9, male","June 13, 1777",Predatory,"Hauteville-Lompnes, France",A wolf fatally injured a boy.,male,NA,male,France
"Marie-Claudine Marillier, 4, female","April 2, 1777",Predatory,"Charchilla, France",NA,Marie-Claudine Marillier,NA,NA,France
"Marie-Claudine Marillier, 4, female","April 2, 1777",Predatory,"Charchilla, France",NA,NA,NA,NA,France
"Marie-Claudine Marillier, 4, female","April 2, 1777",Predatory,"Charchilla, France",NA,female,NA,female,France
"Marchon, child","February, 1776",Predatory,"Valfin-sur-Valouse, France",A wolf killed and partially ate a child.,Marchon,NA,NA,France
"Marchon, child","February, 1776",Predatory,"Valfin-sur-Valouse, France",A wolf killed and partially ate a child.,child,child,NA,France
"Claude Joseph Comte, 5, male","November 11, 1776",Predatory,"Vescles, France",NA,Claude Joseph Comte,NA,NA,France
"Claude Joseph Comte, 5, male","November 11, 1776",Predatory,"Vescles, France",NA,NA,NA,NA,France
"Claude Joseph Comte, 5, male","November 11, 1776",Predatory,"Vescles, France",NA,male,NA,male,France
"Joseph Charpillon, 7, male","September 4, 1776",Predatory,"Vescles, France",NA,Joseph Charpillon,NA,NA,France
"Joseph Charpillon, 7, male","September 4, 1776",Predatory,"Vescles, France",NA,NA,NA,NA,France
"Joseph Charpillon, 7, male","September 4, 1776",Predatory,"Vescles, France",NA,male,NA,male,France
"Claude-Marie Perrot, 8, female","August 22, 1776",Predatory,"Légna, France",NA,Claude-Marie Perrot,NA,NA,France
"Claude-Marie Perrot, 8, female","August 22, 1776",Predatory,"Légna, France",NA,NA,NA,NA,France
"Claude-Marie Perrot, 8, female","August 22, 1776",Predatory,"Légna, France",NA,female,NA,female,France
"Jeanne-Louise Robert, 7, female","June 17, 1776",Predatory,"Le Balme-de-Siligny, France",A wolf inflicted fatal bites on a girl.,Jeanne-Louise Robert,NA,NA,France
"Jeanne-Louise Robert, 7, female","June 17, 1776",Predatory,"Le Balme-de-Siligny, France",A wolf inflicted fatal bites on a girl.,NA,NA,NA,France
"Jeanne-Louise Robert, 7, female","June 17, 1776",Predatory,"Le Balme-de-Siligny, France",A wolf inflicted fatal bites on a girl.,female,NA,female,France
"Unknown, 13, male","May 11, 1776",Predatory,"Onoz, France",Wolves killed and ate a boy.,Unknown,NA,NA,France
"Unknown, 13, male","May 11, 1776",Predatory,"Onoz, France",Wolves killed and ate a boy.,NA,NA,NA,France
"Unknown, 13, male","May 11, 1776",Predatory,"Onoz, France",Wolves killed and ate a boy.,male,NA,male,France
17 children,1773,Predatory,"Arinthod, France",NA,NA,child,NA,France
"Isabelle Le Deuff, 9, female","August 13, 1773",Predatory,"Melgven, France","A wolf, thought to be a starving female, killed and ate a girl.",Isabelle Le Deuff,NA,NA,France
"Isabelle Le Deuff, 9, female","August 13, 1773",Predatory,"Melgven, France","A wolf, thought to be a starving female, killed and ate a girl.",NA,NA,NA,France
"Isabelle Le Deuff, 9, female","August 13, 1773",Predatory,"Melgven, France","A wolf, thought to be a starving female, killed and ate a girl.",female,NA,female,France
"Unknown, 8, female","August, 1773",Predatory,"Rosporden, France","A wolf carried away a girl, whose remains were found alongside those of an older person.",Unknown,NA,NA,France
"Unknown, 8, female","August, 1773",Predatory,"Rosporden, France","A wolf carried away a girl, whose remains were found alongside those of an older person.",NA,NA,NA,France
"Unknown, 8, female","August, 1773",Predatory,"Rosporden, France","A wolf carried away a girl, whose remains were found alongside those of an older person.",female,NA,female,France
"Jean-Baptiste Leroy, 7, male","May 20, 1772",Predatory,"Saint-Ay, France",Wolf prints were found near a boy's remains.,Jean-Baptiste Leroy,NA,NA,France
"Jean-Baptiste Leroy, 7, male","May 20, 1772",Predatory,"Saint-Ay, France",Wolf prints were found near a boy's remains.,NA,NA,NA,France
"Jean-Baptiste Leroy, 7, male","May 20, 1772",Predatory,"Saint-Ay, France",Wolf prints were found near a boy's remains.,male,NA,male,France
"Nicolas Guillaumé, 4, male","December 4, 1772",Predatory,"Paucourt, France",NA,Nicolas Guillaum,NA,NA,France
"Nicolas Guillaumé, 4, male","December 4, 1772",Predatory,"Paucourt, France",NA,NA,NA,NA,France
"Nicolas Guillaumé, 4, male","December 4, 1772",Predatory,"Paucourt, France",NA,male,NA,male,France
"Unknown, adult, male","October, 1771",Predatory,"Near Forges-les-Eaux, France",Wolves killed and partially ate a man.,Unknown,NA,NA,France
"Unknown, adult, male","October, 1771",Predatory,"Near Forges-les-Eaux, France",Wolves killed and partially ate a man.,adult,adult,NA,France
"Unknown, adult, male","October, 1771",Predatory,"Near Forges-les-Eaux, France",Wolves killed and partially ate a man.,male,NA,male,France
"Unknown, child, male","September 23, 1770",Predatory,"Charleval, France",NA,Unknown,NA,NA,France
"Unknown, child, male","September 23, 1770",Predatory,"Charleval, France",NA,child,child,NA,France
"Unknown, child, male","September 23, 1770",Predatory,"Charleval, France",NA,male,NA,male,France
"Unknown, child, male","September 22, 1770",Predatory,"Auzouville-sur-Ry, France","A wolf inflicted fatal injuries on a boy, despite his rescue by other children.",Unknown,NA,NA,France
"Unknown, child, male","September 22, 1770",Predatory,"Auzouville-sur-Ry, France","A wolf inflicted fatal injuries on a boy, despite his rescue by other children.",child,child,NA,France
"Unknown, child, male","September 22, 1770",Predatory,"Auzouville-sur-Ry, France","A wolf inflicted fatal injuries on a boy, despite his rescue by other children.",male,NA,male,France
"Unknown, 11, female","September 21, 1770",Predatory,"Saint-Aignan-sur-Ry, France","A wolf called ""hare wolf"" killed a girl.",Unknown,NA,NA,France
"Unknown, 11, female","September 21, 1770",Predatory,"Saint-Aignan-sur-Ry, France","A wolf called ""hare wolf"" killed a girl.",NA,NA,NA,France
